anime_id,name,genre,type,episodes,rating,members
30092,"Amazing Spider-Man, The (2012)",Music,Music,1,4.62,192
6849,Dragon Ball Z: Bojack Unbound (Doragon bôru Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu) (1993),Adventure,Movie,1,4.6,438
2475,Ice Age 4: Continental Drift (2012),"Action, Sci-Fi",ONA,6,4.59,1890
6840,Beasts of the Southern Wild (2012),"Comedy, Sports",Movie,1,4.59,483
29777,Savages (2012),"Comedy, Dementia, Military",Movie,1,4.58,451
30814,"Firm, The (2009)",Dementia,Movie,1,4.58,120
5813,Spirit Camp (2009),Action,Movie,1,4.58,841
23517,Geri's Game (1997),Music,Movie,1,4.57,200
30340,Some Guy Who Kills People (2011),Dementia,Movie,1,4.56,132
9801,Treasure Island (2012),Dementia,Special,1,4.56,369
29971,"Watch, The (2012)",Dementia,ONA,1,4.56,109
33282,"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper (1995)",Comedy,ONA,1,4.55,169
13543,2 Days in New York (2012),Comedy,ONA,1,4.55,211
6535,Killer Joe (2011),"Dementia, Psychological, Romance",Movie,1,4.54,2009
32906,Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai) (1994),"Comedy, Game, Space",TV,13,4.54,4673
7897,Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da) (1994),Ecchi,OVA,1,4.54,10703
23059,Anaconda: The Offspring (2008),"Dementia, Horror",Movie,1,4.54,527
22159,"Christmas Carol, A (1999)",Dementia,Movie,1,4.53,181
30396,Goodbye Charlie (1964),Dementia,Movie,1,4.52,138
7027,For the Birds (2000),Comedy,Movie,1,4.52,492
16802,Ruby Sparks (2012),"Action, Kids",Movie,1,4.49,347
11687,Total Recall (2012),"Fantasy, Horror",ONA,1,4.49,2043
3832,"Angels' Share, The (2012)","Action, Fantasy",OVA,1,4.5,350
1647,"Immature, The (Immaturi) (2011)","Action, Demons, Ecchi, Horror, Mecha, Sci-Fi, Super Power",OVA,2,4.49,4269
3816,Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi) (1990),"Action, Ecchi",OVA,1,4.48,573
7030,Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993),Comedy,Movie,1,4.48,737
22167,Dragon Ball GT: A Hero's Legacy (Doragon bôru GT: Gokû gaiden! Yûki no akashi wa sû-shin-chû) (1997),Dementia,Movie,1,4.46,200
23055,Sidewalls (Medianeras) (2011),Kids,Movie,1,4.46,213
30669,Skyfall (2012),Dementia,Movie,1,4.46,124
7811,Hands Over the City (Le mani sulla città) (1963),Dementia,Movie,1,4.46,711
9056,"Campaign, The (2012)","Dementia, Horror, Music",Music,1,4.45,2921
6851,Brake (2012),Adventure,Movie,1,4.45,474
33220,Hope Springs (2012),"Dementia, Music",Music,1,4.45,147
29615,"Queen of Versailles, The (2012)","Dementia, Music, Romance",Music,1,4.44,337
1993,ParaNorman (2012),Sci-Fi,Special,1,4.43,471
18561,Diary of a Wimpy Kid: Dog Days (2012),Music,Music,1,4.43,182
4396,Broken (2012),"Military, Music",Movie,1,4.42,530
33021,6 Days to Air: The Making of South Park (2011),Action,TV,12,4.42,7365
10586,Premium Rush (2012),Music,Music,1,4.4,381
5814,"Odd Life of Timothy Green, The (2012)","Action, Sports",Movie,1,4.4,634
9895,Lawless (2012),"Comedy, Dementia",Movie,1,4.4,671
30559,Piranha 3DD (a.k.a. Piranha DD) (2012),Dementia,Movie,1,4.4,139
33696,Prime Suspect 3 (1993),"Comedy, Music",Music,1,4.39,624
6844,Searching for Sugar Man (2012),Military,Movie,1,4.39,525
29973,Prime Suspect 6: The Last Witness (2003),Dementia,ONA,1,4.38,177
30329,Prime Suspect: The Lost Child (1995),Dementia,Movie,1,4.38,122
31685,Conception (2011),"Comedy, Ecchi",ONA,1,4.38,308
1585,Paradise Lost 3: Purgatory (2011),"Demons, Fantasy",OVA,2,4.36,1010
6834,"Words, The (2012)",Adventure,Movie,1,4.35,468
2250,Pitch Perfect (2012),"Horror, Sci-Fi",OVA,1,4.34,1328
29980,Samsara (2011),Dementia,Movie,1,4.32,698
1966,Runaway Brain (1995),"Demons, Fantasy, Horror, Mystery, Psychological, Supernatural",OVA,2,4.31,1255
28843,Looper (2012),"Dementia, Horror",Movie,1,4.31,457
30668,That's My Boy (2012),Dementia,Movie,1,4.3,211
6838,Robot & Frank (2012),"Adventure, Cars",Movie,1,4.28,575
29957,Resident Evil: Retribution (2012),,Movie,1,4.27,231
2777,Lola Versus (2012),"Action, Adventure, Fantasy, Military, Romance",OVA,1,4.27,615
1812,"Master, The (2012)",Sci-Fi,TV,12,4.27,1686
6828,Dredd (2012),Comedy,Movie,1,4.27,359
11869,End of Watch (2012),"Horror, Psychological, Supernatural, Thriller",ONA,1,4.26,1292
20811,V/H/S (2012),"Comedy, Horror",ONA,1,4.26,1595
3533,"Perks of Being a Wallflower, The (2012)","Action, Magic",OVA,2,4.25,769
23057,"Hunt, The (Jagten) (2012)","Dementia, Horror",Movie,1,4.25,945
2318,Holy Motors (2012),"Action, Military, Seinen",OVA,1,4.24,827
3801,Taken 2 (2012),Vampire,Special,1,4.24,1070
4567,House at the End of the Street (2012),"Action, Adventure, Sci-Fi",Movie,1,4.23,810
31687,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),"Dementia, Music",ONA,1,4.22,448
23877,Love Lasts Three Years (L'amour dure trois ans) (2011),Dementia,Movie,1,4.21,707
13311,"Tall Man, The (2012)","Music, Super Power",Music,1,4.19,269
29954,LOL (2012),Dementia,ONA,1,4.17,222
22157,Rust and Bone (De rouille et d'os) (2012),Dementia,Movie,1,4.17,358
7024,Marley (2012),"Comedy, Dementia",Movie,1,4.16,804
30665,Frankenweenie (2012),Dementia,Movie,1,4.15,195
30859,Sinister (2012),Dementia,Movie,1,4.15,331
6833,"Thing: Terror Takes Shape, The (1998)",Action,Movie,1,4.15,474
31689,Hotel Transylvania (2012),Dementia,ONA,1,4.11,334
29619,Side by Side (2012),"Dementia, Music",Movie,1,4.08,279
4531,Take Aim at the Police Van (Sono gosôsha wo nerae: 'Jûsangô taihisen' yori) (1960),"Action, Demons, Horror, Super Power, Supernatural",OVA,1,4.04,1492
31688,Argo (2012),"Dementia, Music",Music,1,4.03,202
30438,Seven Psychopaths (2012),"Comedy, Shoujo",Special,1,4.02,442
29978,Liberal Arts (2012),Comedy,ONA,1,4,916
22177,Catch .44 (2011),Dementia,Movie,1,4,248
1657,[REC]³ 3 Génesis (2012),Fantasy,OVA,3,3.99,5822
22181,Asterix & Obelix: God Save Britannia (Astérix et Obélix: Au service de Sa Majesté) (2012),Dementia,Movie,1,3.99,242
28637,Paranormal Activity 4 (2012),Dementia,Movie,1,3.98,381
2776,Alex Cross (2012),"Action, Adventure, Demons, Fantasy, Magic",OVA,1,3.98,1010
16436,Cloud Atlas (2012),"Comedy, Ecchi, Shoujo Ai, Shounen",Special,1,3.96,6308
33394,Hellboy': The Seeds of Creation (2004),Magic,TV,12,3.91,3414
28657,Silent Hill: Revelation 3D (2012),Psychological,Movie,1,3.9,450
22377,Here Comes the Boom (2012),"Action, Game, Martial Arts, School",ONA,5,3.9,3218
29979,Mental (2012),Slice of Life,ONA,1,3.88,375
22173,Killing Them Softly (2012),Dementia,Movie,1,3.88,317
16822,"Imposter, The (2012)","Action, Sci-Fi, Space",Movie,1,3.87,224
31686,"Sessions, The (Surrogate, The) (2012)","Comedy, Dementia",ONA,1,3.86,411
16606,Smashed (2012),Horror,ONA,1,3.84,1104
6950,Wreck-It Ralph (2012),"Dementia, Fantasy",Movie,1,3.83,1080
22255,Silver Linings Playbook (2012),"Dementia, Music",Movie,1,3.83,326
19315,Flight (2012),"Fantasy, Horror, Psychological",TV,12,3.82,83652
29984,Anna Karenina (2012),Dementia,Movie,1,3.8,322
30860,Life of Pi (2012),"Comedy, Dementia, Music",Music,1,3.78,310
29995,"Man with the Iron Fists, The (2012)",Dementia,ONA,1,3.76,727
7617,"Bay, The (2012)","Comedy, Fantasy",ONA,1,3.75,312
16602,Himizu (2011),"Horror, Parody, Supernatural, Thriller",ONA,1,3.74,910
8689,Jackass 3.5 (2011),Psychological,ONA,1,3.73,935
16604,Indie Game: The Movie (2012),"Comedy, Horror",ONA,1,3.71,1254
11357,"Batman: The Dark Knight Returns, Part 1 (2012)","Action, Mecha, Sci-Fi, Space",Movie,1,3.7,398
7022,Lincoln (2012),"Comedy, Dementia",Movie,1,3.68,562
11689,Nature Calls (2012),Sports,ONA,1,3.68,1030
11915,Vamps (2012),Horror,ONA,2,3.65,1099
7028,"Twilight Saga: Breaking Dawn - Part 2, The (2012)",Comedy,Movie,1,3.63,508
28929,10 Years (2011),"Comedy, Mystery, Supernatural, Vampire",TV,12,3.63,10403
16610,Red Dawn (2012),"Comedy, Horror",ONA,1,3.62,2018
32294,Rise of the Guardians (2012),Romance,ONA,1,3.6,332
31586,"Fantastic Fear of Everything, A (2012)",Dementia,Movie,1,3.58,549
22161,Deadfall (2012),Dementia,Movie,1,3.59,470
7900,Byzantium (2012),"Action, Adventure, Sci-Fi",Movie,1,3.56,341
2792,Paperman (2012),"Adventure, Fantasy",OVA,1,3.47,1047
11883,"Fearless Hyena, The (Xiao quan guai zhao) (1979)","Comedy, Fantasy",ONA,1,3.46,1042
29617,Half a Loaf of Kung Fu (Dian zhi gong fu gan chian chan) (1980),"Dementia, Music",Movie,1,3.41,367
11897,Hitchcock (2012),"Comedy, Fantasy",ONA,1,3.36,1174
32894,From Up on Poppy Hill (Kokuriko-zaka kara) (2011),Horror,ONA,1,3.33,537
22169,Redline (2009),Dementia,Movie,1,3.32,654
1345,Winners and Sinners (Qi mou miao ji: Wu fu xing) (1983),"Action, Demons, Seinen, Super Power",OVA,1,3.32,1556
22179,My Lucky Stars (Fuk sing go jiu) (1985),Dementia,Movie,1,3.27,463
5877,"Money Money Money (L'aventure, c'est l'aventure) (1972)","Action, Comedy, Ecchi",OVA,10,2.95,1461
16608,"Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman, A (2012)","Comedy, Romance",ONA,1,2.93,8126
6953,"Hobbit: An Unexpected Journey, The (2012)",Dementia,Movie,1,2.78,1893
31634,Hyde Park on Hudson (2012),Horror,ONA,1,2.67,816
29949,How to Make Love to a Woman (2010),Dementia,Movie,1,2.67,1817
413,Zero Dark Thirty (2012),"Horror, Sci-Fi",OVA,1,2.37,27557
13405,Fire with Fire (2012),"Comedy, Dementia",OVA,1,2.14,4047
3287,Warm Bodies (2013),"Mecha, Sci-Fi",OVA,1,2,7680
25627,Wrong (2012),Kids,Movie,1,5,113
33363,Playing for Keeps (2012),"Fantasy, Super Power",OVA,1,7.33,578
12763,"Guilt Trip, The (2012)","Historical, Military",TV,38,6.25,147
33978,Jack Reacher (2012),"Historical, Military",OVA,1,5.14,37
18305,Django Unchained (2012),"Action, Sci-Fi, Shounen, Space",Movie,1,5.13,188
31874,This Is 40 (2012),"Kids, Music",Music,1,4.77,79
16696,I Bought a Vampire Motorcycle (1990),"Sci-Fi, Space",TV,13,5.89,179
6073,Ice Cream Man (1995),"Comedy, Sci-Fi, Space",Movie,1,5.05,216
10139,"Impossible, The (Imposible, Lo) (2012)","Adventure, Comedy, Kids, Sci-Fi",Special,1,6.63,258
24783,"Misérables, Les (2012)",Music,Music,1,4.06,117
27589,Campfire Tales (1997),"Comedy, Kids",TV,26,5.61,112
23149,Parental Guidance (2012),"Comedy, Kids",TV,12,5.81,122
29835,John Dies at the End (2012),"Comedy, Kids, Romance",Special,2,5.23,72
16812,"Misérables, Les (2000)","Action, Drama",Movie,1,3.59,158
16564,Promised Land (2012),"Action, Mecha, Sci-Fi",Movie,1,4.64,151
30214,English Vinglish (2012),Dementia,Special,1,4.03,109
9433,Fish Story (Fisshu sutôrî) (2009),Fantasy,TV,13,5.57,252
29750,Texas Chainsaw 3D (2013),Comedy,OVA,1,5.67,93
17501,Gangster Squad (2013),"Drama, Ecchi",OVA,4,4.79,175
33500,"Iceman, The (2012)",Comedy,ONA,3,5,52
11541,It's Such a Beautiful Day (2012),Comedy,TV,38,5.29,677
26137,"Batman: The Dark Knight Returns, Part 2 (2013)","Historical, Kids",OVA,1,6.67,130
26135,Everything or Nothing: The Untold Story of 007 (2012),"Historical, Kids",OVA,1,6.67,149
17088,Codependent Lesbian Space Alien Seeks Same (2011),"Adventure, Kids",TV,6,5.82,180
17086,"Last Stand, The (2013)",Kids,TV,7,5.35,139
17090,Upstream Color (2013),"Adventure, Kids",TV,26,5.5,132
16570,Shadow Dancer (2012),Kids,Movie,1,5.48,155
24989,Human Planet (2011),"Magic, Slice of Life, Supernatural",ONA,20,4.81,171
30732,Comme un chef (2012),"Magic, Slice of Life, Supernatural",ONA,1,4.8,128
32956,Movie 43 (2013),"Comedy, Kids, Parody, School",TV,39,4.54,115
22571,"Pervert's Guide to Ideology, The (2012)","Fantasy, Kids",OVA,1,5.16,129
22611,Sightseers (2012),"Fantasy, Kids",OVA,1,5.53,141
22621,Hansel & Gretel: Witch Hunters (2013),"Adventure, Fantasy, Kids",OVA,1,4.8,103
22575,Jim Jefferies: Fully Functional (EPIX) (2012),"Fantasy, Kids",OVA,1,5.25,114
22603,Why Stop Now (2012),"Adventure, Fantasy, Kids",OVA,1,5.55,146
22607,Tabu (2012),"Fantasy, Kids",OVA,1,5.44,144
23861,Upside Down (2012),"Drama, Slice of Life",Special,1,6.23,107
24645,"Liability, The (2012)","Drama, Historical, Slice of Life",Special,2,6.11,173
32150,Angst  (1983),Action,Special,1,5,69
31485,Stand Up Guys (2012),"Music, School, Shoujo, Slice of Life",Movie,1,7,1042
32806,Side Effects (2013),"Music, School, Shoujo, Slice of Life",Movie,1,6.42,488
32421,Identity Thief (2013),"Kids, Music",Music,1,4.18,55
14183,"ABCs of Death, The (2012)","Drama, Romance, Shounen",Movie,1,6.05,194
25717,Beautiful Creatures (2013),"Adventure, Fantasy, Kids",TV,26,7.29,292
27557,"Good Day to Die Hard, A (2013)","Comedy, Drama, Historical",OVA,3,5.57,111
28585,21 and Over (2013),"Drama, Kids",OVA,1,5.4,56
11275,Safe Haven (2013),"Adventure, Historical",TV,52,5.63,220
24857,Frozen Planet (2011),Comedy,Movie,1,4.5,87
24999,"Act of Killing, The (2012)",Music,Music,1,4.54,91
18635,Universal Soldier: Day of Reckoning (2012),"Comedy, School, Slice of Life",TV,26,6.09,195
30926,Escape from Planet Earth (2013),"Drama, Kids",OVA,1,4.63,48
30446,Before Midnight (2013),Comedy,OVA,1,4.3,91
29836,Snitch (2013),"Comedy, Kids",TV,13,4.57,83
29889,Dark Skies (2013),Comedy,Special,1,4.17,53
29842,Oh Boy (A Coffee in Berlin) (2012),"Comedy, Kids, Magic",Movie,1,5,60
29843,Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei) (2013),"Comedy, Kids",TV,12,4.09,68
23779,Maniac Cop 2 (1990),"Comedy, Shoujo",Movie,1,4.88,111
19773,Jack the Giant Slayer (2013),"Adventure, Comedy, Demons, Supernatural",Special,1,4.96,149
8226,Wadjda (2012),"Adventure, Fantasy, Horror, Magic, Supernatural",Movie,1,5.91,213
8227,"Unintentional Kidnapping of Mrs. Elfriede Ott, The (Die Unabsichtliche Entführung der Frau Elfriede Ott) (2010)","Adventure, Fantasy, Horror, Magic, Supernatural",Movie,1,5.35,185
6078,"Legend of Sleepy Hollow, The (1949)",Sci-Fi,OVA,1,5.87,224
30929,G.I. Joe: Retaliation (2013),"Drama, Fantasy, Kids",OVA,1,6.9,42
10112,Stoker (2013),Historical,OVA,1,5.48,212
31941,Oz the Great and Powerful (2013),"Adventure, Fantasy",Movie,1,5.25,595
18819,"Croods, The (2013)",Kids,TV,56,6.13,119
31164,"Incredible Burt Wonderstone, The (2013)","Kids, Slice of Life, Supernatural",ONA,Unknown,5.4,205
24647,"Call, The (2013)","Drama, Slice of Life",Special,2,5.77,132
33655,Olympus Has Fallen (2013),"Comedy, Parody",TV,Unknown,6.79,277
32253,"First Time, The (2012)",Kids,Movie,1,5.67,37
32778,Mezzo Forte (1998),Music,Music,1,3.67,74
24865,"Place Beyond the Pines, The (2012)","School, Slice of Life",OVA,1,6.56,71
19923,"Brass Teapot, The (2012)","Romance, School, Shoujo",OVA,1,5.36,174
25971,Phil Spector (2013),Dementia,Special,1,5.59,137
22959,"Host, The (2013)","Comedy, Slice of Life",Movie,1,5.67,77
17671,Admission (2013),Sports,TV,27,6.71,122
30914,Evil Dead (2013),"Kids, Sports",TV,Unknown,4.67,54
20237,Trance (2013),Sports,TV,16,6.5,83
33108,"Perfect Plan, A (Plan parfait, Un) (2012)","Kids, Music",Music,Unknown,5.75,38
24859,Oblivion (2013),"Historical, Kids",OVA,6,5.43,72
8723,Dark Tide (2012),Comedy,OVA,4,5.84,264
25063,42 (2013),"Comedy, Drama, Historical",TV,30,5.25,66
6520,Wolf Children (Okami kodomo no ame to yuki) (2012),"Comedy, Fantasy, Kids, Slice of Life",TV,27,6.32,300
8239,Disconnect (2012),"Adventure, Drama",TV,22,6.11,182
30617,"Invincible Iron Man, The (2007)",Comedy,Movie,Unknown,5.36,1308
8436,Yongary: Monster from the Deep (1967),"Historical, Military",TV,26,7.08,324
31563,Pain & Gain (2013),Historical,Special,1,7.12,122
18821,Hulk Vs. (2009),"Adventure, Fantasy, Kids",OVA,1,5.91,84
19557,Resolution (2012),Kids,Special,1,5.97,120
26285,Grabbers (2012),"Drama, Historical, Kids, Samurai",OVA,1,6.08,82
17117,Justice League: Doom (2012),"Drama, Historical, Military",Movie,1,6.45,135
24869,"Grandmaster, The (Yi dai zong shi) (2013)",Slice of Life,OVA,1,5,68
29999,This Is the End (2013),"Military, Sci-Fi",Special,1,5.75,361
33704,Iron Man 3 (2013),"Action, Adventure, Fantasy, Sci-Fi",ONA,Unknown,6,79
33821,"English Teacher, The (2013)","Drama, Historical",OVA,1,8.5,26
3844,Mud (2012),"Action, School, Sports",TV,26,5.68,268
22851,Bill Hicks: Revelations (1993),"Comedy, Sports",Movie,1,5.14,72
34249,Pawn (2013),"Adventure, Kids",TV,26,6.5,24
25089,Shaolin Temple (Shao Lin si) (1976),"Drama, Slice of Life",Special,2,5.67,101
29791,Syrup (2013),Kids,Movie,1,4.58,114
33232,"Great Gatsby, The (2013)","Action, Adventure, Drama, Military, Romance",Movie,1,7.18,210
7633,Star Trek Into Darkness (2013),Fantasy,Movie,1,4.4,138
21761,"Internship, The (2013)",Kids,Movie,1,7.6,79
21763,Darkon (2006),Kids,Movie,1,7.6,72
21765,Mimino (1977),Kids,Movie,1,4.74,91
33342,Ivan Vasilievich: Back to the Future (Ivan Vasilievich menyaet professiyu) (1973),"Kids, Music",Movie,1,3,42
22271,Only God Forgives (2013),"Fantasy, Romance, Shoujo, Supernatural",OVA,1,5.2,112
24809,"Hangover Part III, The (2013)",Comedy,ONA,11,4,69
16261,"Fast & Furious 6 (Fast and the Furious 6, The) (2013)","Action, Comedy",OVA,1,5.76,198
33044,Epic (2013),Comedy,TV,Unknown,4.33,177
6630,Captain America (1979),"Adventure, Shoujo, Slice of Life",Movie,1,6.48,170
32255,Tie Xi Qu: West of the Tracks (Tiexi qu) (2003),"Drama, Kids",OVA,1,6.45,59
13947,"Rink, The (1916)",Sports,Special,1,6.05,154
23031,Captain America II: Death Too Soon (1979),"Drama, Slice of Life",Movie,1,6.33,124
31693,Down Terrace (2009),Sports,OVA,1,4.09,50
21553,Frances Ha (2012),Kids,TV,53,6.14,63
28091,"Lords of Salem, The (2012)",Historical,Movie,1,6.75,85
9796,Behind the Candelabra (2013),Comedy,Movie,1,6,196
23523,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty (2000),"Action, Fantasy, Historical",Movie,1,4.4,105
30152,With Great Power: The Stan Lee Story (2012),"Comedy, Slice of Life",ONA,3,3.67,67
31730,After Earth (2013),Music,Movie,1,6,78
20975,Now You See Me (2013),"Adventure, Mecha, Sci-Fi",Special,3,5.63,219
7715,Inhuman Resources (Redd Inc.) (2012),Fantasy,Movie,1,5.12,173
24785,"Way, Way Back, The (2013)",Music,Music,1,3.7,92
12951,Much Ado About Nothing (2012),"Action, Military, Sci-Fi, Space",TV,12,5.33,293
28567,Man of Steel (2013),"Drama, Kids, Super Power",OVA,1,5.75,46
22247,"Kings of Summer, The (2013)","Comedy, Kids",TV,60,5.6,101
29708,"Purge, The (2013)",Dementia,Movie,1,6.17,66
30519,Rapture-Palooza (2013),"Comedy, Magic, Shoujo",TV,36,6.28,355
30156,20 Feet from Stardom (Twenty Feet from Stardom) (2013),"Comedy, Magic, Shoujo",TV,52,5.91,497
31965,"Bling Ring, The (2013)","Comedy, Magic, Shoujo",TV,52,4.77,141
25963,Monsters University (2013),"Adventure, Comedy, Kids, Magic",Movie,1,5.71,100
26013,Schlussmacher (2013),"Comedy, Kids, Parody",ONA,2,6.11,97
26017,Fullmetal Alchemist: The Sacred Star of Milos (2011),"Comedy, Kids, Super Power",ONA,8,6.23,93
15787,Maniac (2012),Music,TV,8,5.55,292
22565,Not Suitable for Children (2012),"Fantasy, Kids",OVA,1,5.5,99
22451,Pacific Rim (2013),"Fantasy, Kids",OVA,1,5.7,116
17479,LEGO Batman: The Movie - DC Heroes Unite (2013),Kids,Movie,1,5.73,109
30124,"Best Offer, The (Migliore offerta, La) (2013)","Comedy, Kids",OVA,1,4.86,52
30125,Adam and Eve (National Lampoon's Adam & Eve) (2005),Comedy,OVA,1,4.89,56
20383,World War Z (2013),"Comedy, Fantasy, Historical",Movie,1,5.19,111
24373,Elysium (2013),Comedy,Special,1,6.58,173
33566,Despicable Me 2 (2013),"Action, Martial Arts, Shounen",OVA,Unknown,8.27,1448
33708,White House Down (2013),"Action, Game, Shounen",ONA,1,5.93,111
9284,"World's End, The (2013)","Comedy, Sports",TV,26,5.74,176
18227,Redemption (Hummingbird) (2013),"Action, Mecha",TV,6,5.78,244
13553,"Heat, The (2013)",Sports,OVA,1,6,135
30249,"Lone Ranger, The (2013)",Drama,Movie,1,6.57,195
30093,Passion (2012),Comedy,ONA,1,3.89,114
24875,V/H/S/2 (2013),Kids,TV,52,6.33,61
30989,"Knot, The (2012)",Comedy,TV,Unknown,4.79,298
31662,The Spectacular Now (2013),Music,Music,1,4.67,58
16514,"Lifeguard, The (2013)","Comedy, Drama, School, Shounen, Sports",Movie,1,6.19,152
32089,Sharknado (2013),"Action, Game, Kids",Special,1,6.29,109
29359,Craig Ferguson: I'm Here To Help (2013),Comedy,Special,33,4.67,58
24087,Stuck in Love (2012),"Comedy, School, Seinen",OVA,3,5.76,162
29351,Class Act (1992),"Comedy, Kids",Special,2,4.5,46
29897,Fruitvale Station (2013),Historical,Movie,1,5.29,85
29710,R.I.P.D. (2013),Dementia,Movie,1,4.8,57
17687,"Field in England, A (2013)","Adventure, Fantasy",TV,19,6.67,107
19547,"Conjuring, The (2013)","Action, Cars",TV,26,4.85,91
30984,Turbo (2013),"Historical, Kids",OVA,1,7.25,35
33940,"Wolverine, The (2013)","Drama, Slice of Life",ONA,3,5.19,38
33550,Drinking Buddies (2013),Comedy,Special,1,4.81,112
9955,Red 2 (2013),"Kids, Slice of Life",TV,52,6.54,115
9613,Coffee Town (2013),"Action, Historical, Sci-Fi, Shounen",TV,59,6.46,254
30839,Revenge for Jolly! (2012),"Action, Historical, Sci-Fi, Shounen",Special,1,5.7,55
33712,2 Guns (2013),"Comedy, Ecchi, Fantasy, Parody",OVA,2,5.33,3404
3909,Blue Jasmine (2013),"Comedy, Fantasy",TV,75,6.68,250
5478,"Great Beauty, The (Grande Bellezza, La) (2013)","Adventure, Fantasy, Kids",TV,68,6.1,153
10203,3 dev adam (Three Giant Men) (1973),"Action, Adventure, Kids",Movie,1,5.71,109
10200,Louis C.K.: Oh My God (2013),"Action, Adventure, Kids",Movie,1,5.42,108
29373,Percy Jackson: Sea of Monsters (2013),"Adventure, Kids",TV,4,4.2,46
8520,"Smurfs 2, The (2013)","Comedy, Kids",TV,32,5.22,102
8521,Alan Partridge: Alpha Papa (2013),"Comedy, Kids",TV,22,4.77,96
9812,Man of Tai Chi (2013),Comedy,TV,48,6,109
33950,Batman: Mystery of the Batwoman (2003),"Action, Comedy, Fantasy, Magic, Shounen",Special,1,8.6,2247
29764,We're the Millers (2013),,Movie,1,3.89,90
24793,Grown Ups 2 (2013),Comedy,TV,26,5.26,170
4680,Kick-Ass 2 (2013),Historical,Special,1,6.17,317
29886,Riddick (2013),"Adventure, Fantasy",Movie,1,6.33,63
23731,Planes (2013),Kids,OVA,1,4,54
31003,Blackfish (2013),"Drama, Kids",OVA,1,8.5,44
20207,"Wind Rises, The (Kaze tachinu) (2013)","Drama, Historical, Kids",Special,1,7.14,154
26291,Jobs (2013),"Drama, Kids",OVA,1,5.75,52
20189,Lee Daniels' The Butler (2013),"Adventure, Fantasy, Kids",Movie,1,5.79,186
26101,In a World... (2013),"Drama, Historical, Kids",OVA,1,7.2,96
32859,About Time (2013),Music,Music,1,5.4,80
33523,Justice League: Crisis on Two Earths (2010),"Kids, Music",Music,1,6.56,51
24791,You're Next (2011),Kids,OVA,4,6.43,58
18191,Maria Bamford: The Special Special Special! (2012),Kids,TV,12,6.4,141
24795,Getaway (2013),Kids,Special,1,6.89,53
28551,"Mystery of the Third Planet, The (Tayna tretey planety) (1981)","Drama, Kids",OVA,1,7.67,49
31882,Rage of Honor (1987),"Kids, Music",Music,1,4.89,45
20109,Gravity (2013),"Comedy, Slice of Life",Special,1,7.31,137
6568,What If (2013),School,ONA,1,4.93,214
18731,"History of Future Folk, The (2012)","Adventure, Drama, Kids, Supernatural",OVA,1,5.38,82
8416,Prisoners (2013),Comedy,Movie,1,6.81,148
8417,Austenland (2013),Comedy,Special,9,5.8,120
8403,Insidious: Chapter 2 (2013),Drama,Movie,1,6,137
30892,Rush (2013),"Cars, Kids",TV,26,4.73,128
12371,"Family, The (2013)","Adventure, Fantasy",Special,1,5.55,113
8184,Short Term 12 (2013),Adventure,TV,39,6.58,140
8183,Collision Course (1989),Adventure,TV,26,6.58,171
8182,"To Do List, The (2013)","Adventure, Horror",TV,156,6.65,184
3637,Inescapable (2012),"Sci-Fi, Shounen",TV,52,6.32,295
28983,Nebraska (2013),"Adventure, Kids",Movie,1,6.71,95
33273,Enough Said (2013),Slice of Life,ONA,20,4.87,68
9343,Don Jon (2013),Action,OVA,2,5.71,156
31258,Mood Indigo (L'écume des jours) (2013),Dementia,Movie,1,3.61,98
10435,"Century of the Self, The (2002)","Romance, Shoujo, Sports",Special,1,5.68,243
10044,Crystal Fairy & the Magical Cactus and 2012 (2013),"Mecha, Sci-Fi",Special,1,5.88,144
6447,Bad Milo (Bad Milo!) (2013),"Adventure, Mecha, Sci-Fi, Shounen",OVA,1,5.62,232
29467,Runner Runner (2013),"Adventure, Kids",TV,8,7.6,48
9665,Blue Is the Warmest Color (La vie d'Adèle) (2013),Sports,OVA,4,6.13,159
9540,Cloudy with a Chance of Meatballs 2 (2013),Comedy,TV,20,7.13,119
30202,Captain Phillips (2013),Music,Music,1,4.13,57
10210,"All Dogs Christmas Carol, An (1998)","Adventure, Comedy",TV,51,6.3,146
31868,Machete Kills (Machete 2) (2013),"Adventure, Comedy",Movie,1,6,58
16786,Filth (2013),"Action, Mecha, Shounen, Space",Movie,1,3.11,133
24881,Escape Plan (2013),Kids,Movie,1,7.1,88
29921,"Thief of Paris, The (Le voleur) (1967)",,Movie,1,5.52,86
32760,Carrie (2013),"Drama, Music",Music,1,6.3,37
